timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508183686.342264,0.045294,0.093618,-3.124069,0.016491,-0.028338,0.018656,0.045080,-0.093482,-0.994600,0.012491,0.001105,-0.004027,1.336942,16.512514,-62.534424,,,,,,,
1508183686.362268,0.044658,0.094039,-3.123847,0.003581,-0.019785,0.004680,0.044446,-0.093900,-0.994589,-0.004101,-0.007921,0.004019,1.299159,16.491524,-62.540764,,,,,,,
1508183686.382274,0.044949,0.094123,-3.123819,0.009808,0.038813,-0.001506,0.044735,-0.093984,-0.994568,-0.007580,0.000508,0.000595,1.294447,16.478474,-62.544300,,,,,,,
1508183686.402281,0.045829,0.094330,-3.124103,0.001251,0.023927,-0.014079,0.045609,-0.094190,-0.994509,0.007049,-0.005587,-0.004026,1.340126,16.461664,-62.547764,,,,,,,
1508183686.422286,0.046371,0.094773,-3.124056,0.032538,-0.024083,0.020715,0.046146,-0.094632,-0.994442,0.011318,-0.000492,-0.004123,1.382130,16.443428,-62.551647,,,,,,,
1508183686.442292,0.045528,0.095586,-3.123499,0.016595,-0.049664,0.030695,0.045305,-0.095441,-0.994404,0.007979,-0.009082,-0.000164,1.367805,16.409943,-62.560753,,,,,,,
1508183686.462297,0.044759,0.095627,-3.123066,-0.010371,0.001513,0.010779,0.044539,-0.095482,-0.994434,-0.013503,-0.003975,0.007191,1.315177,16.375200,-62.570984,,,,,,,
1508183686.482277,0.044940,0.095183,-3.123045,-0.009490,0.040968,-0.011119,0.044721,-0.095039,-0.994468,-0.005537,0.006722,0.003029,1.319951,16.396307,-62.565361,,,,,,,
1508183686.502307,0.046006,0.095032,-3.123346,0.014094,0.032431,-0.005682,0.045782,-0.094889,-0.994435,0.007837,0.004130,0.004307,1.363424,16.416817,-62.559048,,,,,,,
1508183686.522314,0.046402,0.095563,-3.123040,0.033598,-0.017697,0.023821,0.046173,-0.095418,-0.994366,0.007248,-0.000133,0.000836,1.408176,16.405596,-62.561001,,,,,,,
1508183686.542319,0.045510,0.096372,-3.122666,0.005801,-0.036844,0.013456,0.045283,-0.096223,-0.994329,-0.009440,-0.008590,0.006826,1.392223,16.349522,-62.576035,,,,,,,
1508183686.562324,0.044857,0.096115,-3.122622,-0.021208,0.024990,-0.009812,0.044635,-0.095967,-0.994383,-0.012485,0.001119,0.009062,1.338306,16.343786,-62.578709,,,,,,,
1508183686.582331,0.045689,0.095829,-3.122765,-0.007318,0.038822,-0.003626,0.045463,-0.095682,-0.994373,-0.002525,-0.000372,0.000950,1.340661,16.357664,-62.575031,,,,,,,
1508183686.602334,0.045910,0.095907,-3.122682,0.026112,-0.030459,0.013348,0.045683,-0.095760,-0.994356,0.010042,0.003734,-0.003691,1.389487,16.366779,-62.571587,,,,,,,
1508183686.622341,0.044931,0.096410,-3.122337,0.014351,-0.034716,0.012353,0.044707,-0.096261,-0.994352,-0.006942,-0.001243,0.003110,1.359650,16.339678,-62.579323,,,,,,,
1508183686.642335,0.044821,0.096421,-3.122229,-0.009380,0.020698,0.004103,0.044598,-0.096272,-0.994355,-0.007031,-0.001278,0.007905,1.334971,16.330719,-62.582191,,,,,,,
1508183686.662351,0.045341,0.096212,-3.122121,-0.009339,0.006851,0.004303,0.045116,-0.096063,-0.994352,0.011586,0.001078,-0.004793,1.353412,16.340559,-62.579224,,,,,,,
1508183686.682354,0.045453,0.096164,-3.121755,0.007948,-0.020900,0.030284,0.045228,-0.096016,-0.994352,0.004394,0.002037,-0.008319,1.385103,16.348091,-62.576565,,,,,,,
1508183686.702363,0.044786,0.096670,-3.121074,0.035857,-0.043290,0.036986,0.044562,-0.096519,-0.994333,0.007882,0.002068,-0.010763,1.379592,16.344393,-62.577652,,,,,,,
1508183686.722367,0.044063,0.097640,-3.120326,0.022970,-0.027307,0.036763,0.043839,-0.097485,-0.994271,-0.004120,-0.011204,-0.002448,1.343114,16.281296,-62.594894,,,,,,,
1508183686.742374,0.043630,0.098128,-3.119718,0.010019,-0.001717,0.025739,0.043406,-0.097971,-0.994242,-0.009135,-0.009619,-0.000066,1.328209,16.249084,-62.603577,,,,,,,
1508183686.762380,0.043508,0.098547,-3.119359,0.013218,-0.005964,0.018334,0.043283,-0.098387,-0.994206,-0.000711,-0.007677,-0.003459,1.319746,16.211266,-62.613564,,,,,,,
1508183686.782369,0.042982,0.099159,-3.118803,0.027247,-0.032623,0.030440,0.042758,-0.098997,-0.994169,0.000699,-0.000796,-0.020297,1.307524,16.173115,-62.623684,,,,,,,
1508183686.802389,0.042057,0.099973,-3.118298,0.041206,-0.049668,0.029610,0.041834,-0.099806,-0.994127,0.003026,-0.003404,-0.023726,1.277087,16.143408,-62.631977,,,,,,,
1508183686.822396,0.040977,0.100886,-3.117629,0.059421,-0.048624,0.038112,0.040757,-0.100715,-0.994080,0.006164,0.002266,-0.036422,1.227126,16.094955,-62.645443,,,,,,,
1508183686.842399,0.040307,0.102092,-3.116934,0.087196,-0.035843,0.035773,0.040086,-0.101914,-0.993985,0.006286,0.003404,-0.059985,1.178937,16.000019,-62.670685,,,,,,,
1508183686.862407,0.039855,0.104177,-3.116397,0.122471,-0.027322,0.032424,0.039628,-0.103989,-0.993789,0.013625,0.004944,-0.058900,1.159277,15.917234,-62.692127,,,,,,,
1508183686.882410,0.039622,0.106978,-3.115666,0.121432,-0.017769,0.050413,0.039385,-0.106774,-0.993503,0.008604,-0.012611,-0.058499,1.161472,15.766167,-62.730247,,,,,,,
1508183686.902417,0.038968,0.109884,-3.114398,0.162270,-0.047660,0.077473,0.038724,-0.109663,-0.993214,0.009754,-0.020189,-0.115123,1.161577,15.550610,-62.784031,,,,,,,
1508183686.922423,0.036965,0.114022,-3.112919,0.228847,-0.112681,0.090096,0.036716,-0.113775,-0.992828,0.021557,-0.037272,-0.164521,1.090656,15.313525,-62.843548,,,,,,,
1508183686.942429,0.033998,0.119474,-3.110931,0.295341,-0.135119,0.115962,0.033749,-0.119190,-0.992298,0.010547,-0.050533,-0.193829,0.992458,15.081867,-62.901169,,,,,,,
1508183686.962433,0.031405,0.126776,-3.108537,0.415171,-0.102177,0.140986,0.031148,-0.126437,-0.991486,-0.004415,-0.060651,-0.224014,0.838206,14.574955,-63.022797,,,,,,,
1508183686.982440,0.028542,0.136108,-3.105790,0.478505,-0.159734,0.150304,0.028274,-0.135688,-0.990348,0.008545,-0.059610,-0.248635,0.773182,14.158617,-63.118465,,,,,,,
1508183687.002446,0.024209,0.145938,-3.102789,0.498075,-0.239676,0.172774,0.023950,-0.145420,-0.989080,0.053962,-0.075741,-0.336619,0.612736,13.551883,-63.253269,,,,,,,
1508183687.022450,0.018974,0.156811,-3.098995,0.580474,-0.193978,0.215768,0.018740,-0.156170,-0.987552,0.067472,-0.062077,-0.374905,0.300756,12.738033,-63.424419,,,,,,,
1508183687.042455,0.014935,0.170425,-3.093281,0.739154,-0.153803,0.348354,0.014718,-0.169601,-0.985403,0.053642,-0.057190,-0.399454,0.183956,12.150210,-63.540096,,,,,,,
1508183687.062463,0.009638,0.187512,-3.084993,0.932280,-0.223283,0.444118,0.009469,-0.186415,-0.982425,0.056144,-0.054445,-0.427883,0.063936,11.185044,-63.717312,,,,,,,
1508183687.082467,0.001751,0.210027,-3.076284,1.240736,-0.352191,0.412700,0.001713,-0.208486,-0.978024,0.001583,-0.036662,-0.368396,-0.238798,9.572751,-63.978985,,,,,,,
1508183687.102460,-0.007157,0.237212,-3.068501,1.384043,-0.383013,0.359725,-0.006956,-0.234993,-0.971972,-0.012880,-0.041572,-0.335752,-0.521425,8.322197,-64.151962,,,,,,,
1508183687.122478,-0.017114,0.263558,-3.061741,1.279006,-0.420096,0.272905,-0.016522,-0.260517,-0.965328,-0.012500,-0.065121,-0.291279,-0.970745,6.570679,-64.349739,,,,,,,
1508183687.142483,-0.027836,0.287662,-3.056540,1.182629,-0.483826,0.192862,-0.026689,-0.283711,-0.958538,-0.028456,-0.031383,-0.235355,-1.648325,4.566242,-64.509209,,,,,,,
1508183687.162489,-0.037984,0.312337,-3.052052,1.315005,-0.397541,0.175517,-0.036137,-0.307284,-0.950932,-0.033855,0.012560,-0.213161,-2.096019,3.416348,-64.567329,,,,,,,
1508183687.182494,-0.046909,0.342470,-3.046096,1.647768,-0.321050,0.237070,-0.044168,-0.335815,-0.940892,-0.035467,0.081680,-0.201183,-2.593515,1.671993,-64.617981,,,,,,,
1508183687.202499,-0.056306,0.378739,-3.039354,1.895122,-0.411597,0.207275,-0.052288,-0.369749,-0.927659,0.034343,0.095534,-0.150191,-3.125182,-1.096554,-64.606781,,,,,,,
1508183687.222505,-0.067520,0.417403,-3.033210,1.959175,-0.433849,0.140372,-0.061676,-0.405387,-0.912062,0.044953,0.116096,-0.104250,-3.552634,-2.948313,-64.526672,,,,,,,
1508183687.242510,-0.078652,0.455380,-3.027471,1.873424,-0.423105,0.105093,-0.070564,-0.439804,-0.895317,0.006492,0.097137,-0.040779,-4.129280,-5.448086,-64.329407,,,,,,,
1508183687.262512,-0.088853,0.490424,-3.022713,1.669859,-0.413329,0.035794,-0.078277,-0.471000,-0.878653,0.031876,0.088142,0.019568,-4.802968,-8.377634,-63.966801,,,,,,,
1508183687.282521,-0.098794,0.520791,-3.020173,1.464042,-0.437597,-0.069267,-0.085557,-0.497567,-0.863196,0.046082,0.130242,0.038199,-5.349864,-10.386150,-63.627918,,,,,,,
1508183687.302519,-0.108336,0.550300,-3.018251,1.506785,-0.397166,-0.050692,-0.092161,-0.522943,-0.847371,0.013380,0.173089,0.076069,-5.758261,-11.782696,-63.348370,,,,,,,
1508183687.322532,-0.117273,0.583284,-3.013744,1.779606,-0.280244,0.042308,-0.097658,-0.550768,-0.828926,0.021212,0.234484,0.069923,-6.330786,-14.262829,-62.781353,,,,,,,
1508183687.342539,-0.127272,0.622660,-3.005746,2.097647,-0.302796,0.093579,-0.103108,-0.583198,-0.805760,0.077687,0.258033,0.095555,-6.688065,-16.645611,-62.154636,,,,,,,
1508183687.362544,-0.140544,0.666192,-2.996784,2.261556,-0.429486,0.036647,-0.110129,-0.617997,-0.778429,0.098975,0.271104,0.102052,-6.904535,-17.953726,-61.765656,,,,,,,
1508183687.382548,-0.153504,0.711863,-2.987639,2.312411,-0.282452,0.014217,-0.115769,-0.653246,-0.748243,0.031708,0.269106,0.260847,-7.651635,-22.100006,-60.316231,,,,,,,
1508183687.402555,-0.163936,0.756223,-2.976940,2.199651,-0.099288,0.056430,-0.118719,-0.686179,-0.717680,0.018545,0.237524,0.300780,-7.916066,-24.822136,-59.213196,,,,,,,
1508183687.422561,-0.173418,0.796620,-2.964867,1.953543,-0.050318,0.102821,-0.120635,-0.714997,-0.688641,0.020079,0.244248,0.282407,-7.980550,-26.101393,-58.651798,,,,,,,
1508183687.442543,-0.182948,0.830537,-2.952249,1.621712,0.011505,0.124566,-0.122708,-0.738294,-0.663223,0.010952,0.212720,0.335373,-8.135783,-29.390099,-57.052929,,,,,,,
1508183687.462568,-0.190847,0.858284,-2.941225,1.317731,0.004190,0.091845,-0.124008,-0.756722,-0.641868,-0.014069,0.210564,0.346458,-8.180865,-31.078365,-56.144577,,,,,,,
1508183687.482578,-0.197189,0.881058,-2.932864,1.089565,0.000143,0.013169,-0.124667,-0.771412,-0.624004,-0.018445,0.231083,0.342586,-8.206280,-31.790564,-55.740669,,,,,,,
1508183687.502582,-0.202617,0.899157,-2.927080,0.823243,-0.063664,-0.007032,-0.125222,-0.782803,-0.609540,-0.006675,0.172283,0.318891,-8.254492,-33.524197,-54.708290,,,,,,,
1508183687.522588,-0.207769,0.911191,-2.922159,0.490667,-0.060522,0.061415,-0.126408,-0.790234,-0.599626,-0.014629,0.114544,0.271669,-8.306535,-34.134590,-54.321602,,,,,,,
1508183687.542594,-0.212307,0.917464,-2.916783,0.290411,0.026814,0.093354,-0.128081,-0.794062,-0.594189,-0.026826,0.132502,0.245693,-8.410938,-34.617744,-53.998825,,,,,,,
1508183687.562598,-0.213992,0.922533,-2.913272,0.267602,0.059990,0.019315,-0.128225,-0.797134,-0.590031,-0.024119,0.148696,0.153263,-8.427269,-34.982651,-53.760586,,,,,,,
